Name,Category Alias,Category Title,Latitude,Longitude,Distance,Price,Rating
Pitsku City,bars,Bars,60.2349586,24.8467197,969.5822296017913,,2.0
Peräbaari,divebars,Dive Bars,60.2435493,24.8588295,1060.20181845635,,2.0
Rivano,pizza,Pizza,60.25656,24.825,1296.8411973495242,,1.0
Roda Express,indpak,Indian,60.2391891,24.8498497,425.6991927584231,€,1.0
Hesburger,hotdogs,Fast Food,60.2728543719875,24.9716334887386,778.7314922252071,€,5.0
Ravintola Konja 1,bars,Bars,60.2611008,24.9842796,794.0747652553364,,3.0
McDonald's,burgers,Burgers,60.27089,24.97465,559.5794593250782,,2.5
Xona,pizza,Pizza,60.3047800845866,25.0419797137935,298.2388164960789,,5.0
Tikkurilan Kirjasto,libraries,Libraries,60.2950211,25.0423203,860.4239771423505,,4.0
Hesburger,burgers,Burgers,60.27774,24.86816,780.6369329304309,,4.0
Ullan Grilli,hotdogs,Fast Food,60.2711781572948,24.8557930542293,719.6264845405431,,2.5
Xona,pizza,Pizza,60.3047800845866,25.0419797137935,403.3321709897091,,5.0
Pikku-Santorini,greek,Greek,60.29079,24.96904,533.573564701666,€€€€,4.2
Rax,buffets,Buffets,60.2907191221761,24.9694307148457,571.9941886675892,€,5.0
Hesburger,burgers,Burgers,60.2902585944625,24.9608496148259,112.49820218924238,€,5.0
Il Siciliano,italian,Italian,60.29079,24.96904,570.6984977210326,,3.8
Amarillo,bbq,Barbeque,60.29079,24.96904,570.6984977210326,€€€,3.6
Classic Pizza,pizza,Pizza,60.2907681,24.962113,202.2429785854766,€€,3.4
Chico's,tradamerican,American,60.29,24.9647,300.8974294047067,€€€,4.0
