Foursquare Name,Foursquare Popularity,Foursquare Price,Matched Name,Yelp Name,Yelp Price,Search,Category,Rounded Latitude,Rounded Longitude,Rating,Free Bikes
Tuula Kuhlefelt,0.0,Not Listed,,,,15007,Dentist,60.185,24.998,0.0,0.0
HSL 4028 Kulosaarentie,0.5817923186344239,Not Listed,,,,19043,Bus Stop,60.185,25.001,0.0,0.0
HSL 4027 Kulosaarentie,0.0108787016681753,Not Listed,,,,19043,Bus Stop,60.185,25.001,0.0,0.0
,,,,Brändö Seglare,Not Listed,social_clubs,Social Clubs,60.185,25.003,8.0,0.0
Brändö Stugby,0.0,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.185,25.011,0.0,0.0
Bella Marina,0.972148583990689,Not Listed,,,,13065,Restaurant,60.185,25.029,7.9,0.0
Kotipizza,0.1559204507150768,Most Affordable,Kotipizza,,,13064,Pizzeria,60.186,24.746,0.0,0.0
Burger Duck,0.5638753792073964,Most Affordable,,,,13031,Burger Joint,60.186,24.746,0.0,0.0
Happy Days Bar & Grill,0.9492303494325932,Most Affordable,,,,13031,Burger Joint,60.186,24.747,0.0,0.0
Mama Suurpelto,0.8512062406702943,Not Listed,,,,13288,Kebab Restaurant,60.186,24.747,0.0,0.0
Vaappuva Ankka Suurpelto,0.8852185358180447,Not Listed,,,,13006,Beer Bar,60.186,24.747,0.0,0.0
HSL E2410 Lukusilta,0.3799296961525497,Not Listed,,,,19043,Bus Stop,60.186,24.758,0.0,0.0
Laurea University of Applied Sciences (Laurea-ammattikorkeakoulu),0.9501452625158504,Not Listed,,,,12013,College And University,60.186,24.806,0.0,0.0
Library,0.5996372449880419,Not Listed,,,,12031,College Library,60.186,24.806,0.0,0.0
Laurea Otaniemen kampus,0.9512206866663456,Not Listed,,,,13065,Restaurant,60.186,24.806,0.0,0.0
Fafa’s,0.5637630214603296,Most Affordable,Fafa's,,,13144,Falafel Restaurant,60.186,24.808,0.0,0.0
ABC Deli Pohjois-Tapiola,0.3747451886807595,Not Listed,,,,13034,Café,60.186,24.808,5.3,0.0
HSL E2220 Innopoli,0.9809954896390106,Not Listed,,,,19043,Bus Stop,60.186,24.813,0.0,0.0
Min Otaniemi,0.3556443716794273,Not Listed,,,,13065,Restaurant,60.186,24.813,0.0,0.0
Ravintola Fat Lizard,0.994799441421486,Not Listed,Ravintola Fat Lizard,Ravintola Fat Lizard,Not Listed,13065,Restaurant,60.186,24.82,8.0,0.0
Kipsari,0.9981862249402096,Not Listed,Kipsari,,,12021,College Cafeteria,60.186,24.825,0.0,0.0
,,,,Täffä,Most Affordable,restaurants,Restaurants,60.186,24.833,8.0,0.0
Täffä AB,0.989582831736248,Not Listed,,,,13003,Bar,60.186,24.833,0.0,0.0
Teknologföreningen TF,0.9908348180607052,Not Listed,,,,13065,Restaurant,60.186,24.833,0.0,0.0
Cafe Meri,0.9672022500969868,Most Affordable,,,,13034,Café,60.186,24.884,7.5,0.0
HSL 1296 Mäntyniemi,0.1347067761541446,Not Listed,,,,19043,Bus Stop,60.186,24.899,0.0,0.0
HSL 1318 Kirjailijan puisto,0.9549334023018232,Not Listed,,,,19043,Bus Stop,60.186,24.916,0.0,0.0
,,,,Mountain,Affordable,himalayan,Himalayan/Nepalese,60.186,24.917,8.2,0.0
Nepalilainen Ravintola Mountain,0.9754138109401268,Affordable,,,,13194,Himalayan Restaurant,60.186,24.917,7.8,0.0
,,,,Hong Kong,Affordable,chinese,Chinese,60.186,24.922,7.2,0.0
,,,,Jitu's Pizza & Kebab,Most Affordable,pizza,Pizza,60.186,24.922,6.6,0.0
Ravintola Hong Kong,0.9458247122720808,Most Affordable,,,,13099,Chinese Restaurant,60.186,24.922,5.9,0.0
Kaupunginpuutarha,0.9827929005560584,Not Listed,,,,13065,Restaurant,60.186,24.932,0.0,0.0
Bar 10 Kallio,0.9940353032458296,Expensive,,,,13057,Gastropub,60.186,24.953,7.8,0.0
,,,,Cella,Affordable,divebars,Dive Bars,60.186,24.954,7.0,0.0
,,,,Pulmu,Affordable,pubs,Pubs,60.186,24.954,7.6,0.0
Ravintola Cella,0.9781294452347084,Affordable,Ravintola Wellamo,,,13057,Gastropub,60.186,24.954,6.7,0.0
,,,,Mäkikupla,Most Affordable,bars,Bars,60.186,24.96,7.8,0.0
,,,,Grillsson,Expensive,steak,Steakhouses,60.186,24.961,6.0,0.0
,,,,Bambu,Affordable,asianfusion,Asian Fusion,60.186,24.962,5.2,0.0
,,,,Codle,Not Listed,vietnamese,Vietnamese,60.186,24.962,8.0,0.0
Lie Mi,0.9918611793611792,Affordable,Lie Mi,Lie Mi,Affordable,13379,Vietnamese Restaurant,60.186,24.962,9.1,0.0
Alpo Ruuthin polku,0.934541898357688,Not Listed,,,,16019,Hiking Trail,60.186,24.965,0.0,0.0
,,,,Moko Market & Cafe,Affordable,homedecor,Home Decor,60.186,24.967,8.6,0.0
,,,,Työväen Arkiston säätiö,Not Listed,libraries,Libraries,60.186,24.967,10.0,0.0
,,,,,,,,60.186,24.968,2.5561569451742865,3.0
,,,,Eesti Maja,Not Listed,libraries,Libraries,60.186,24.97,8.0,0.0
Playa Del (Playa Del Suvilahti),0.916890275442907,Expensive,,,,13016,Lounge,60.186,24.973,0.0,0.0
RGB Blue Tent Lounge,0.6415686020949178,Expensive,,,,13016,Lounge,60.186,24.976,0.0,0.0
Bali Brunch,0.9239137462821674,Affordable,Bali Brunch,,,13225,Indonesian Restaurant,60.186,24.979,7.6,0.0
Ristorante Il Siciliano,0.9934614638562008,Affordable,Ristorante Il Gabbiano,,,13236,Italian Restaurant,60.186,24.979,5.7,0.0
Ristorante Momento Redi,0.9887091038406828,Affordable,Ristorante Momento,,,11120,Manufacturer,60.186,24.979,5.8,0.0
Boneless,0.9433111341006076,Most Affordable,,,,13388,Wings Joint,60.186,24.979,7.0,0.0
Bun2Bun,0.596841458683564,Most Affordable,,,,13031,Burger Joint,60.186,24.979,5.8,0.0
Mad Wok,0.913083538083538,Affordable,,,,13072,Asian Restaurant,60.186,24.979,0.0,0.0
SaiGon Cafe,0.9443456614509246,Affordable,,,,13379,Vietnamese Restaurant,60.186,24.979,0.0,0.0
Fisu & Ranet,0.938122332859175,Most Affordable,,,,13051,Fish And Chips Shop,60.186,24.979,0.0,0.0
Saint Tortillas,0.726803957067115,Most Affordable,,,,13303,Mexican Restaurant,60.186,24.979,0.0,0.0
Food Market Terrace,0.7451587352903143,Most Affordable,,,,13007,Beer Garden,60.186,24.979,0.0,0.0
,,,,,,,,60.186,24.98,2.5561569451742865,12.0
HSL 4001 Kulosaari,0.5210219190482348,Not Listed,,,,19043,Bus Stop,60.186,24.999,0.0,0.0
,,,,,,,,60.186,25.006,2.5561569451742865,12.0
,,,,Cheng Du,Expensive,chinese,Chinese,60.186,25.008,10.0,0.0
,,,,Kuparilyhty,Not Listed,restaurants,Restaurants,60.186,25.008,6.0,0.0
Levanto,0.9460267683951894,Most Affordable,Levant,,,13064,Pizzeria,60.186,25.008,0.0,0.0
Chengdu Ravintola,0.9702654209233156,Not Listed,,,,13127,Szechuan Restaurant,60.186,25.008,7.6,0.0
Le Garage,0.8589082503556188,Not Listed,,,,13065,Restaurant,60.186,25.014,0.0,0.0
Antica Roma,0.7216313203155308,Not Listed,,,,13027,Bistro,60.186,25.017,0.0,0.0
,,,,Del Mar,Not Listed,spanish,Spanish,60.186,25.031,9.4,0.0
Ravintola Del Mar Herttoniemi,0.9573742402689772,Affordable,,,,13345,Spanish Restaurant,60.186,25.032,8.4,0.0
,,,,Thalassa,Affordable,mediterranean,Mediterranean,60.186,25.034,8.0,0.0
Subway,0.7093904591764585,Most Affordable,Subway,,,13334,Sandwich Spot,60.187,24.743,6.2,18.0
HSL E3312 Lukutori,0.9785301167292888,Not Listed,,,,19043,Bus Stop,60.187,24.743,0.0,18.0
HSL E2069 Visamäki,0.9911237379817338,Not Listed,,,,19043,Bus Stop,60.187,24.784,0.0,0.0
Pohjois-Tapiolan hammashoitola,0.3727227492335596,Not Listed,,,,15007,Dentist,60.187,24.792,0.0,0.0
Sepon koulun kirjasto,0.4470714755782411,Not Listed,,,,12031,College Library,60.187,24.795,0.0,0.0
Beef House,0.5863148264072808,Most Expensive,Beef House,,,13383,Steakhouse,60.187,24.797,0.0,7.0
,,,,Grilli Toro,Affordable,steak,Steakhouses,60.187,24.797,6.2,7.0
,,,,Ravintola Han,Not Listed,mediterranean,Mediterranean,60.187,24.797,6.0,7.0
Ravintola Grilli Toro,0.9873517279016388,Affordable,,,,13383,Steakhouse,60.187,24.797,7.6,7.0
HSL E2053 Takojantie,0.9416863292724034,Not Listed,,,,19043,Bus Stop,60.187,24.797,0.0,7.0
Bella Bistro,0.89935956084172,Affordable,,,,13236,Italian Restaurant,60.187,24.797,0.0,7.0
Ravintola Kuningas,0.9911718913019052,Most Affordable,,,,13064,Pizzeria,60.187,24.797,0.0,7.0
HSL E2075 Takojantie,0.9524084685639076,Not Listed,,,,19043,Bus Stop,60.187,24.797,0.0,7.0
HSL E2065 Keijuniitty,0.8877225084669588,Not Listed,,,,19043,Bus Stop,60.187,24.803,0.0,0.0
,,,,,,,,60.187,24.806,2.5561569451742865,0.0
HSL E2227 Tietäjä,0.959824079870307,Not Listed,,,,19043,Bus Stop,60.187,24.809,0.0,0.0
TUAS-kirjasto,0.2946822683424022,Not Listed,,,,12031,College Library,60.187,24.819,0.0,0.0
Ravintola TUAS,0.9841575576636008,Not Listed,,,,13065,Restaurant,60.187,24.82,0.0,0.0
Learning Hub Atrium,0.946935041171089,Not Listed,,,,12031,College Library,60.187,24.82,0.0,0.0
Aalto Learning Hub Greenhouse,0.0891799489574806,Not Listed,,,,12031,College Library,60.187,24.821,0.0,0.0
Ravintola Tietotekniikantalo,0.3619685077286079,Not Listed,,,,13065,Restaurant,60.187,24.822,0.0,0.0
Donors' Lounge,0.9587968090399832,Expensive,,,,13016,Lounge,60.187,24.822,0.0,0.0
HSL E2206 Teknillinen korkeak,0.4338453636378228,Not Listed,,,,19043,Bus Stop,60.187,24.828,0.0,0.0
Hsl Otakaari E2231,0.8230365483700102,Not Listed,,,,19043,Bus Stop,60.187,24.828,0.0,0.0
HSL E2228 Jämeräntaival,0.4361246207926036,Not Listed,,,,19043,Bus Stop,60.187,24.834,0.0,0.0
HSL 1411 Kuusiniementie,0.6726852450536661,Not Listed,,,,19043,Bus Stop,60.187,24.868,0.0,0.0
HSL V1410 Varistontie,0.2527722100090521,Not Listed,,,,19043,Bus Stop,60.187,24.869,0.0,0.0
HSL 1410 Kuusiniementie,0.8141811069442648,Not Listed,,,,19043,Bus Stop,60.187,24.87,0.0,0.0
HSL 1298 Ruutikellarit,0.6443165653691969,Not Listed,,,,19043,Bus Stop,60.187,24.896,0.0,0.0
HSL 1294 Humallahti,0.8277835251519462,Not Listed,,,,19043,Bus Stop,60.187,24.902,0.0,0.0
Folkhälsan Vauvauinti,0.4209313979050821,Not Listed,,,,12009,Education,60.187,24.915,0.0,0.0
Restaurant Bistro Stadion,0.9778788956420535,Not Listed,,,,13027,Bistro,60.187,24.928,0.0,0.0
Salama,0.9715343333764388,Not Listed,,,,10001,Amusement Park,60.187,24.94,7.7,0.0
,,,,,,,,60.187,24.943,2.5561569451742865,4.0
,,,,,,,,60.187,24.951,2.5561569451742865,3.0
,,,,Cardemumma,Affordable,cupcakes,Cupcakes,60.187,24.952,6.8,0.0
,,,,Roskapankki,Most Affordable,pubs,Pubs,60.187,24.952,7.0,0.0
Soittoruokala Roskapankki,0.9911580240527608,Most Affordable,,,,13010,Dive Bar,60.187,24.952,5.5,0.0
Tenho Restobar,0.9752198370619424,Expensive,Tenho Restobar,Tenho Restobar,Not Listed,13003,Bar,60.187,24.955,7.9,0.0
Harju 8,0.9917237811974654,Not Listed,,,,13027,Bistro,60.187,24.958,8.9,0.0
,,,,Cafelito Cafe & Deli,Not Listed,coffee,Coffee & Tea,60.187,24.959,9.0,0.0
,,,,Ton Khaow,Not Listed,thai,Thai,60.187,24.959,10.0,0.0
,,,,Mimin herkut,Most Affordable,foodstands,Food Stands,60.187,24.96,8.0,0.0
Bar Loosister,0.9969610759084444,Affordable,Bar Loosister,Bar Loosister,Affordable,13003,Bar,60.187,24.961,7.2,0.0
William K. Kurvi,0.9957810681494892,Expensive,,,,13018,Pub,60.187,24.961,6.3,0.0
,,,,Bar Bronco,Not Listed,restaurants,Restaurants,60.187,24.962,6.6,0.0
Ravintola Kolme Kaisaa,0.9969934048881416,Expensive,,,,13018,Pub,60.187,24.962,5.1,0.0
,,,,Kolme Kaisaa,Not Listed,divebars,Dive Bars,60.187,24.963,6.0,0.0
Bar Flagon,0.9779435536014484,Most Affordable,Bar Flagon,,,13010,Dive Bar,60.187,24.964,5.8,0.0
,,,,Hämeentien Hammaskeskus,Not Listed,dentists,Dentists,60.187,24.964,7.0,0.0
,,,,Bar Flagon,Not Listed,divebars,Dive Bars,60.187,24.965,5.0,0.0
Luckiefun's Restaurant,0.9364088969352128,Affordable,Luckiefun's Restaurant,,,13099,Chinese Restaurant,60.187,24.965,7.0,0.0
,,,,Fafa's,Most Affordable,"mideastern, falafel","Middle Eastern, Falafel",60.187,24.966,8.4,0.0
,,,,Luckiefun's Restaurant,Not Listed,sushi,Sushi Bars,60.187,24.966,6.0,0.0
,,,,SOUP Kallio,Not Listed,vegetarian,Vegetarian,60.187,24.966,10.0,0.0
The Firm,0.9771757403336352,Expensive,,,,13009,Cocktail Bar,60.187,24.966,0.0,0.0
LiLin Herkku,0.7322594723910514,Most Affordable,,,,13334,Sandwich Spot,60.187,24.966,0.0,0.0
HSL 2518 Suvilahti,0.9726577654209232,Not Listed,,,,19043,Bus Stop,60.187,24.97,0.0,0.0
Stadin Panimo,0.9844740075003232,Expensive,,,,13003,Bar,60.187,24.973,8.2,0.0
Peloton,0.9872219707746024,Not Listed,,,,13065,Restaurant,60.187,24.974,0.0,0.0
HSL 2553 Kalasatama,0.9813219319798268,Not Listed,,,,19043,Bus Stop,60.187,24.977,0.0,0.0
Oluthuone Haavi,0.9975914910125436,Not Listed,,,,13006,Beer Bar,60.187,24.978,6.3,0.0
Rax Buffet,0.9730295486874434,Not Listed,,,,13030,Buffet,60.187,24.978,0.0,0.0
Social Burgerjoint,0.9969206646838226,Most Affordable,Social Burgerjoint,,,13031,Burger Joint,60.187,24.979,6.9,0.0
Luckiefun's,0.9876664942454416,Affordable,,,,13276,Sushi Restaurant,60.187,24.979,7.0,0.0
Ravintola Hangon Makaronitehdas,0.977749579723264,Affordable,,,,13236,Italian Restaurant,60.187,24.979,6.6,0.0
Hanko Aasia,0.9940110565110564,Affordable,,,,13276,Sushi Restaurant,60.187,24.979,0.0,0.0
Daya Middle Eastern Food,0.2736001551791025,Affordable,,,,13309,Middle Eastern Restaurant,60.187,24.979,0.0,0.0
Levant,0.2781908702961334,Affordable,Levant,,,13309,Middle Eastern Restaurant,60.187,24.98,0.0,0.0
Eat Your Greens,0.6013998448208975,Most Affordable,,,,13332,Salad Restaurant,60.187,24.98,0.0,0.0
Yami Yami,0.4608415233415233,Affordable,,,,13263,Japanese Restaurant,60.187,24.98,0.0,0.0
Hsl 2552,0.982065498512867,Not Listed,,,,19043,Bus Stop,60.187,24.981,0.0,0.0
Kalasataman Pizza & Burger,0.9705563817405922,Most Affordable,,,,13064,Pizzeria,60.187,24.982,0.0,0.0
Lautturinkujan ranta,0.9478452735031684,Not Listed,,,,13065,Restaurant,60.187,24.995,0.0,0.0
Ravintola Kuparilyhty,0.969578430104746,Affordable,,,,13003,Bar,60.187,25.008,5.4,0.0
Hammaslääkäri Sirkku Ojala-Väyrynen,0.0,Not Listed,,,,15007,Dentist,60.187,25.015,0.0,0.0
,,,,Mantra,Affordable,himalayan,Himalayan/Nepalese,60.187,25.03,7.8,0.0
Ravintola Mantra,0.9388012414328204,Affordable,Ravintola Natura,,,13194,Himalayan Restaurant,60.187,25.031,8.1,0.0
Sailor's,0.9839001681106944,Most Affordable,Sailor's,Sailor's,Affordable,13018,Pub,60.187,25.031,7.1,0.0
HSL 4075 Killingholmankuja,0.0659753653174705,Not Listed,,,,19043,Bus Stop,60.187,25.035,0.0,0.0
HSL H4074 Killingholmankuja,0.9141746411483254,Not Listed,,,,19043,Bus Stop,60.187,25.036,0.0,12.0
Ulla Karhu Hammashoitopalvelut,0.0,Not Listed,,,,15007,Dentist,60.187,25.037,0.0,0.0
Tuorinniemen koira-aitaus,0.7278708133971292,Not Listed,,,,16033,Dog Park,60.187,25.043,0.0,0.0
HSL 4083 Tuorinniemi,0.8457746023535497,Not Listed,,,,19043,Bus Stop,60.187,25.043,0.0,0.0
HSL E2412 Laurintie,0.7686875010031942,Not Listed,,,,19043,Bus Stop,60.188,24.761,0.0,0.0
,,,,Beef House,Not Listed,steak,Steakhouses,60.188,24.797,2.0,0.0
Pysäkki E2074 Louhenaukio,0.7912714081635929,Not Listed,,,,19043,Bus Stop,60.188,24.797,0.0,0.0
HSL E2056 Louhenaukio,0.9795027367136964,Not Listed,,,,19043,Bus Stop,60.188,24.797,0.0,0.0
HSL E2063 Keijuniitty,0.9548963901060978,Not Listed,,,,19043,Bus Stop,60.188,24.804,0.0,0.0
Artisan Ravintola,0.2635431212982135,Not Listed,Persian Ravintola,,,13030,Buffet,60.188,24.807,0.0,0.0
Ravintola Kirjo,0.9668223624018876,Not Listed,Ravintola Bistro,,,13065,Restaurant,60.188,24.807,0.0,0.0
Ravintola Helinä,0.975265244538611,Not Listed,Ravintola Ogeli,,,13065,Restaurant,60.188,24.809,0.0,0.0
,,,,,,,,60.188,24.811,2.5561569451742865,2.0
,,,,,,,,60.188,24.83,2.5561569451742865,1.0
HSL E2208 Teekkarikylä,0.9602895619652976,Not Listed,,,,19043,Bus Stop,60.188,24.835,0.0,0.0
Servin Mökki,0.9824079870307058,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.188,24.836,0.0,10.0
"Kreivi, Hilton",0.7757500323289797,Expensive,,,,13013,Hotel Bar,60.188,24.873,0.0,0.0
,,,,,,,,60.188,24.885,2.5561569451742865,11.0
HSL 1302 Seurasaari,0.9609142635458424,Not Listed,,,,19043,Bus Stop,60.188,24.886,0.0,0.0
,,,,,,,,60.188,24.912,2.5561569451742865,0.0
,,,,Messenius,Not Listed,scandinavian,Scandinavian,60.188,24.915,6.0,0.0
Ravintola Messenius,0.9708877537824906,Affordable,,,,13336,Scandinavian Restaurant,60.188,24.915,6.2,0.0
,,,,Phloopy's Crêperie & Café,Not Listed,creperies,Creperies,60.188,24.918,10.0,13.0
Ravintola Töölö,0.985920729341782,Most Affordable,Ravintola Töölönranta,,,13022,Sports Bar,60.188,24.918,4.9,13.0
,,,,Sportbar Töölö,Not Listed,restaurants,Restaurants,60.188,24.918,5.6,13.0
Hammaslääkäri Meilahti,0.3521110823742402,Not Listed,,,,15007,Dentist,60.188,24.919,0.0,0.0
Bollis,0.9870199146514936,Most Affordable,,,,13022,Sports Bar,60.188,24.922,0.0,0.0
,,,,Ravintola Freshco,Not Listed,restaurants,Restaurants,60.188,24.923,8.0,0.0
Pikajuna,0.96598183111341,Not Listed,,,,10001,Amusement Park,60.188,24.939,6.7,0.0
Pienoiskaruselli,0.9338791542738912,Not Listed,,,,10001,Amusement Park,60.188,24.939,0.0,0.0
,,,,Caruzello,Not Listed,buffets,Buffets,60.188,24.941,6.0,0.0
,,,,Coccola,Affordable,mediterranean,Mediterranean,60.188,24.941,4.6,0.0
,,,,Funky Kitchen,Not Listed,tradamerican,American,60.188,24.941,6.0,0.0
,,,,Kattila,Not Listed,restaurants,Restaurants,60.188,24.941,5.4,0.0
,,,,Midhill,Expensive,tradamerican,American,60.188,24.941,6.6,0.0
Linnanmäki,0.998480537954222,Affordable,,,,10001,Amusement Park,60.188,24.941,8.6,0.0
Muksupuksu,0.9316242079399976,Not Listed,,,,10001,Amusement Park,60.188,24.941,0.0,0.0
Rumpukaruselli,0.9349783395836028,Not Listed,,,,10001,Amusement Park,60.188,24.941,0.0,0.0
BLINIt,0.9749207939997414,Not Listed,BLINIt,BLINIt,Most Affordable,13330,Blini House,60.188,24.945,7.9,0.0
Ravintola Zorbas,0.9835122203543256,Affordable,Ravintola Base,,,13177,Greek Restaurant,60.188,24.948,8.4,0.0
,,,,Romano,Not Listed,pizza,Pizza,60.188,24.948,6.0,0.0
,,,,Zorbas,Affordable,greek,Greek,60.188,24.948,7.6,0.0
,,,,namnam,Not Listed,vietnamese,Vietnamese,60.188,24.953,10.0,0.0
Siima Baari,0.9781132807448596,Most Affordable,Siima Baari,,,13018,Pub,60.188,24.954,5.5,0.0
King Kebab Kallio,0.9841022242338032,Not Listed,,,,13064,Pizzeria,60.188,24.956,6.5,0.0
Vivian's Kitchen & Bar,0.9657151170309064,Most Affordable,,,,13010,Dive Bar,60.188,24.956,5.8,0.0
,,,,Just Vege,Most Affordable,vegetarian,Vegetarian,60.188,24.957,8.0,0.0
,,,,Kustaa Vaasa,Not Listed,bars,Bars,60.188,24.957,7.2,0.0
,,,,Solmu Pub,Most Affordable,pubs,Pubs,60.188,24.957,9.6,0.0
Fairytale,0.9884666364929524,Affordable,,,,13011,Gay Bar,60.188,24.957,6.0,0.0
Ravintola Kustaa Vaasa,0.9759714858399068,Most Affordable,,,,13018,Pub,60.188,24.957,5.5,0.0
,,,,Street Gastro,Most Affordable,foodtrucks,Food Trucks,60.188,24.958,8.2,0.0
,,,,Cafe Pequeño,Most Affordable,soup,Soup,60.188,24.959,8.0,0.0
,,,,Kultapalmu,Most Affordable,pubs,Pubs,60.188,24.959,6.4,0.0
,,,,Soi soi,Most Affordable,vegetarian,Vegetarian,60.188,24.959,8.8,0.0
,,,,Bar Lepakkomies,Affordable,bars,Bars,60.188,24.96,6.4,0.0
Hilpeä Hauki,0.9845305832147936,Affordable,Hilpeä Hauki,,,13006,Beer Bar,60.188,24.96,7.4,0.0
,,,,Iltakoulu,Most Affordable,bars,Bars,60.188,24.96,7.0,0.0
Ravintola Lepakkomies,0.9893476011897064,Most Affordable,,,,13003,Bar,60.188,24.96,6.1,0.0
Ravintola Iltakoulu,0.9894607526186474,Affordable,,,,13010,Dive Bar,60.188,24.96,6.2,0.0
,,,,William K.,Affordable,"restaurants, pubs, bars","Restaurants, Pubs, Bars",60.188,24.961,6.6,1.0
,,,,Sivuraide,Most Affordable,hotdogs,Fast Food,60.188,24.962,6.6,0.0
,,,,Kurvitar,Most Affordable,divebars,Dive Bars,60.188,24.963,6.0,0.0
,,,,Madame Kurvi,Affordable,italian,Italian,60.188,24.963,6.4,0.0
Ravintola Kurvitar,0.9670325229535756,Most Affordable,,,,13010,Dive Bar,60.188,24.963,4.9,0.0
,,,,Pinto B'staurant,Most Affordable,thai,Thai,60.188,24.964,9.4,0.0
,,,,Thai Street Food,Not Listed,thai,Thai,60.188,24.964,9.0,0.0
Kurvin Grilli,0.9711221388852967,Most Affordable,,,,13145,Fast Food Restaurant,60.188,24.964,5.6,0.0
,,,,Kombo,Not Listed,tapasmallplates,Tapas/Small Plates,60.188,24.965,8.2,0.0
,,,,Nilgiri,Not Listed,himalayan,Himalayan/Nepalese,60.188,24.965,7.4,0.0
,,,,Social Burgerjoint,Not Listed,burgers,Burgers,60.188,24.965,8.0,0.0
Ravintola Sörkan Ruusu,0.9931058450795291,Not Listed,,,,13006,Beer Bar,60.188,24.966,8.1,0.0
Zombiland,0.9778950601319022,Not Listed,,,,12009,Education,60.188,24.968,0.0,0.0
,,,,Vertical Club,Not Listed,yoga,Yoga,60.188,24.974,3.0,0.0
Satama Bar & Bistro,0.9898244536402432,Not Listed,,,,13027,Bistro,60.188,24.976,7.8,0.0
HSL 3005 Kalasatama,0.9888222552696236,Not Listed,,,,19043,Bus Stop,60.188,24.977,0.0,5.0
Bali Brunch Helsinki,0.7864105133841975,Not Listed,Bali Bagus Helsinki,,,13065,Restaurant,60.188,24.978,0.0,0.0
Pupu,0.5020933014354066,Most Affordable,,,,13332,Salad Restaurant,60.188,24.979,0.0,0.0
Kalasataman Hammashoitola,0.9718252941937152,Not Listed,,,,15007,Dentist,60.188,24.981,0.0,0.0
Ravintola Greenport,0.925037178326652,Not Listed,,,,13065,Restaurant,60.188,24.981,0.0,0.0
Hitas Beer Lounge - Platinum Edition,0.2103889176257597,Most Affordable,,,,13010,Dive Bar,60.188,24.982,0.0,0.0
Hummus House,0.9860177162808744,Affordable,,,,13309,Middle Eastern Restaurant,60.188,24.983,0.0,0.0
Krung Thep Thai Bistro Kalasatama,0.9848538730117676,Affordable,,,,13352,Thai Restaurant,60.188,24.984,7.4,0.0
Muikea Muikku,0.9930250226302858,Expensive,,,,13057,Gastropub,60.188,24.984,0.0,0.0
HSL 4000 Kulosaari,0.9678165007112376,Not Listed,,,,19043,Bus Stop,60.188,25.002,0.0,0.0
HSL 4025 / 4026 Kulosaari,0.9769736842105264,Not Listed,,,,19043,Bus Stop,60.188,25.009,0.0,0.0
Kulosaaren koira-aitaus,0.9266697918013708,Not Listed,,,,16033,Dog Park,60.188,25.014,0.0,0.0
HSL 4022 Tupasaarentie,0.9058256821414716,Not Listed,,,,19043,Bus Stop,60.188,25.015,0.0,4.0
Trattoria Il Faro,0.9559436829173672,Affordable,,,,13302,Mediterranean Restaurant,60.188,25.03,6.8,0.0
,,,,,,,,60.188,25.031,2.5561569451742865,30.0
Sushi Panda,0.9620457778352516,Affordable,Sushi Panda,,,13276,Sushi Restaurant,60.188,25.037,0.0,0.0
Pizzataxi Herttoniemi,0.9348571059097376,Most Affordable,,,,13032,"Cafe, Coffee, And Tea House",60.188,25.04,0.0,0.0
Pizzeria Ferit Oy,0.0,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.188,25.04,0.0,0.0
HSL 4081 Kaivolahdenkatu,0.2621718608560713,Not Listed,,,,19043,Bus Stop,60.188,25.041,0.0,0.0
Hsl E2443,0.3355323349544951,Not Listed,,,,19043,Bus Stop,60.189,24.749,0.0,0.0
Koirametsikkö,0.8873854352257589,Not Listed,,,,16033,Dog Park,60.189,24.754,0.0,0.0
HSL E2413 Laurintie,0.973002038490554,Not Listed,,,,19043,Bus Stop,60.189,24.761,0.0,0.0
,,,,,,,,60.189,24.78,2.5561569451742865,18.0
HSL E2076 Raudunkulma,0.1961605752716649,Not Listed,,,,19043,Bus Stop,60.189,24.802,0.0,0.0
Ravintola Spektri/ Taurino Oy,0.9778013194009728,Not Listed,,,,13032,"Cafe, Coffee, And Tea House",60.189,24.805,0.0,0.0
HSL E2073 Tietäjä,0.2462881815701192,Not Listed,,,,19043,Bus Stop,60.189,24.807,0.0,1.0
,,,,Add Café,Not Listed,coffee,Coffee & Tea,60.189,24.826,10.0,0.0
HSL E2207 Sähkömies,0.7418018972408148,Not Listed,,,,19043,Bus Stop,60.189,24.83,0.0,0.0
Ravintola Factory,0.9854737484149532,Not Listed,Ravintola Savoy,,,13065,Restaurant,60.189,24.832,0.0,0.0
,,,,Kipsari,Most Affordable,vegetarian,Vegetarian,60.189,24.833,8.6,0.0
Studio Kipsari,0.9883468965185148,Not Listed,,,,12021,College Cafeteria,60.189,24.834,0.0,0.0
HSL 1299 Heikinniementie,0.6396611922927712,Not Listed,,,,19043,Bus Stop,60.189,24.889,0.0,0.0
Ölhus Helsinki,0.9781456097245572,Not Listed,Ølhus Helsinki,Ølhus Helsinki,Affordable,13006,Beer Bar,60.189,24.916,7.05,0.0
,,,,Hokkaido,Not Listed,sushi,Sushi Bars,60.189,24.917,8.0,0.0
,,,,THAi Ocha,Affordable,thai,Thai,60.189,24.917,8.0,0.0
Yamato,0.8040459718091298,Affordable,,,,13263,Japanese Restaurant,60.189,24.917,0.0,0.0
,,,,Stadin Ravintola,Not Listed,pizza,Pizza,60.189,24.918,6.0,0.0
