Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Popularity_mean,Popularity_min,Popularity_max
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,435,0.9815886460623304,Affordable,9.1,576.3333333333334,51,966,6,0.9815886460623305,0.9815886460623304,0.9815886460623304
Kaffa Roastery,13034,Café,60.158463,24.934133,939,0.992038988749515,Affordable,9.0,649.75,112,939,16,0.992038988749515,0.992038988749515,0.992038988749515
Daddy Greens Pizzabar - Iso Roobertinkatu,13064,Pizzeria,60.16284,24.940647,984,0.9811279581016424,Most Affordable,8.8,984.0,984,984,1,0.9811279581016424,0.9811279581016424,0.9811279581016424
Ravintola Skiffer,13064,Pizzeria,60.152901,24.946306,354,0.9677014019431268,Affordable,8.7,647.3333333333334,354,832,3,0.9677014019431268,0.9677014019431268,0.9677014019431268
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,979,0.9820493340230182,Affordable,8.6,643.95,136,991,20,0.9820493340230183,0.9820493340230182,0.9820493340230182
Restaurant Elm,13065,Restaurant,60.156974,24.952636,217,0.9895173283331178,Not Listed,8.6,677.8,217,940,10,0.9895173283331179,0.9895173283331178,0.9895173283331178
Café Succès,13034,Café,60.159946,24.946425,548,0.990996379154274,Most Affordable,8.5,559.2,211,870,5,0.990996379154274,0.990996379154274,0.990996379154274
BasBas Kulma,13065,Restaurant,60.158246,24.934388,935,0.9713646062330272,Not Listed,8.4,666.2857142857143,107,935,7,0.9713646062330271,0.9713646062330272,0.9713646062330272
Kanniston Leipomo myymälä,13002,Bakery,60.159244,24.936898,855,0.984514418724945,Most Affordable,8.4,833.0,709,935,3,0.9845144187249449,0.984514418724945,0.984514418724945
Mattolaituri,13025,Wine Bar,60.153817,24.95591,356,0.9713241950084056,Most Expensive,8.2,543.5,241,798,4,0.9713241950084056,0.9713241950084056,0.9713241950084056
Boneless Ullanlinna,13055,Fried Chicken Joint,60.159167,24.94489,514,0.9737973619552568,Most Affordable,8.2,796.3333333333334,514,980,3,0.9737973619552568,0.9737973619552568,0.9737973619552568
Pontus,13027,Bistro,60.159031,24.946071,466,0.9778708133971292,Not Listed,8.2,515.0,112,831,5,0.9778708133971292,0.9778708133971292,0.9778708133971292
Ravintola Maxill,13148,French Restaurant,60.160412,24.94631,599,0.9716636492952282,Affordable,8.1,753.0,599,907,2,0.9716636492952282,0.9716636492952282,0.9716636492952282
Punavuoren Ahven,13006,Beer Bar,60.160976,24.937724,931,0.995756821414716,Affordable,8.1,716.2,352,931,5,0.9957568214147161,0.995756821414716,0.995756821414716
Ravintola,13034,Café,60.15308,24.952519,285,0.983011121169016,Affordable,8.0,362.0,285,439,2,0.983011121169016,0.983011121169016,0.983011121169016
Restaurant Manna,13289,Korean Restaurant,60.160486,24.939111,837,0.9480069184016552,Affordable,8.0,862.5,837,888,2,0.9480069184016552,0.9480069184016552,0.9480069184016552
Forza,13064,Pizzeria,60.158477,24.933881,970,0.9847892150523728,Most Affordable,8.0,612.0,143,981,11,0.9847892150523729,0.9847892150523728,0.9847892150523728
Cafe Compass,13034,Café,60.155124,24.951613,78,0.980198499935342,Most Affordable,7.9,629.0,78,951,7,0.980198499935342,0.980198499935342,0.980198499935342
Sea Horse,13336,Scandinavian Restaurant,60.158641,24.946546,415,0.980707681365576,Affordable,7.8,601.0,415,787,2,0.980707681365576,0.980707681365576,0.980707681365576
Kahvila-Suomi (Kamome),13034,Café,60.159571,24.938757,788,0.9727870813397128,Affordable,7.6,789.0,788,790,2,0.9727870813397128,0.9727870813397128,0.9727870813397128
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,742,0.9822998836156732,Most Affordable,7.6,649.0,312,962,5,0.9822998836156731,0.9822998836156732,0.9822998836156732
Ravintola Monal,13072,Asian Restaurant,60.163079,24.941937,970,0.9651736066209752,Not Listed,7.5,970.0,970,970,1,0.9651736066209752,0.9651736066209752,0.9651736066209752
Goldfish,13009,Cocktail Bar,60.162534,24.946662,817,0.9789457519720678,Expensive,7.5,817.0,817,817,1,0.9789457519720678,0.9789457519720678,0.9789457519720678
Café Ursula,13034,Café,60.155223,24.960745,577,0.9961770981507824,Expensive,7.3,572.75,91,936,4,0.9961770981507824,0.9961770981507824,0.9961770981507824
Café Carusel,13034,Café,60.153769,24.942543,465,0.996977240398293,Affordable,7.1,713.625,465,957,8,0.996977240398293,0.996977240398293,0.996977240398293
Ravintola Saari,13336,Scandinavian Restaurant,60.152076,24.942346,574,0.936530130609078,Expensive,6.9,724.8,574,993,5,0.936530130609078,0.936530130609078,0.936530130609078
Old Skipper's,10032,Night Club,60.160484,24.941596,749,0.973183111341006,Expensive,6.9,864.0,749,979,2,0.973183111341006,0.973183111341006,0.973183111341006
Kaivohuone,13003,Bar,60.157545,24.95589,390,0.9795438380964696,Expensive,6.5,512.6,306,871,5,0.9795438380964697,0.9795438380964696,0.9795438380964696
Karaoke Nightclub Club Swengi,13015,Karaoke Bar,60.16347,24.943154,979,0.9862763481184532,Affordable,5.5,979.0,979,979,1,0.9862763481184532,0.9862763481184532,0.9862763481184532
Merimies Pub,13010,Dive Bar,60.160586,24.938199,883,0.9534462692357428,Most Affordable,5.0,878.5,874,883,2,0.9534462692357428,0.9534462692357428,0.9534462692357428
HSL 1177 Eira,19042,Bus Station,60.155865,24.942475,435,0.9887010215957583,Not Listed,Not Rated,675.6666666666666,435,921,3,0.9887010215957583,0.9887010215957583,0.9887010215957583
Ravintola HSS Paviljong,13065,Restaurant,60.151297,24.948369,468,0.956566015776542,Not Listed,Not Rated,728.0,468,975,3,0.956566015776542,0.956566015776542,0.956566015776542
Colas Pizzeria,13064,Pizzeria,60.157401,24.941848,517,0.3587546877020561,Most Affordable,Not Rated,741.6666666666666,517,982,3,0.35875468770205615,0.3587546877020561,0.3587546877020561
Kaivopuiston Hammaslääkäriasema Oy,15007,Dentist,60.160546,24.955174,632,0.9504396741238846,Not Listed,Not Rated,627.0,622,632,2,0.9504396741238846,0.9504396741238846,0.9504396741238846
Kasarmin Kilta ry,11130,Office Building,60.161767,24.947822,720,0.980796586059744,Not Listed,Not Rated,835.5,720,951,2,0.980796586059744,0.980796586059744,0.980796586059744
Viiskulma,13006,Beer Bar,60.160689,24.942361,733,0.9846679813785076,Not Listed,Not Rated,733.0,733,733,1,0.9846679813785076,0.9846679813785076,0.9846679813785076
Momo Punavuori,13137,Dumpling Restaurant,60.160032,24.939921,755,0.5833279451700505,Most Affordable,Not Rated,804.5,755,854,2,0.5833279451700505,0.5833279451700505,0.5833279451700505
Momo House,13137,Dumpling Restaurant,60.159907,24.939928,761,0.9683903401008664,Most Affordable,Not Rated,809.0,761,857,2,0.9683903401008664,0.9683903401008664,0.9683903401008664
Eppu’s Cheesesteaks,13334,Sandwich Spot,60.160529,24.940638,781,0.9781375274796328,Most Affordable,Not Rated,858.5,781,936,2,0.9781375274796328,0.9781375274796328,0.9781375274796328
Via Tribunali,13064,Pizzeria,60.159192,24.93775,811,0.9714858399068924,Most Affordable,Not Rated,768.5,726,811,2,0.9714858399068924,0.9714858399068924,0.9714858399068924
Georgian Kitchen,13098,Caucasian Restaurant,60.16043,24.939065,835,0.9738539376697272,Not Listed,Not Rated,858.0,835,881,2,0.9738539376697272,0.9738539376697272,0.9738539376697272
Fredan Murkina,10000,Arts and Entertainment,60.161528,24.940663,864,0.3105117677486098,Most Affordable,Not Rated,864.0,864,864,1,0.3105117677486098,0.3105117677486098,0.3105117677486098
Paviljonki,13065,Restaurant,60.164079,24.949523,965,0.4095111858269753,Not Listed,Not Rated,965.0,965,965,1,0.4095111858269753,0.4095111858269753,0.4095111858269753
Fly AF Bar,13011,Gay Bar,60.16313785174027,24.94185626506805,978,0.960857687831372,Affordable,Not Rated,978.0,978,978,1,0.960857687831372,0.960857687831372,0.960857687831372
Nisu-Aitta Oy,13065,Restaurant,60.157503,24.956055,394,,Not Listed,Not Rated,345.5,297,394,2,,,
Oy Despilio Ltd,13065,Restaurant,60.159562,24.947005,497,,Not Listed,Not Rated,658.0,497,819,2,,,
Rikhardinkadun kirjasto,12080,Library,60.166242,24.946327,802,0.9814512478986164,Not Listed,9.2,849.5,802,897,2,0.9814512478986164,0.9814512478986164,0.9814512478986164
Johan & Nyström OY,13034,Café,60.168948,24.960192,909,0.9867370360791412,Expensive,9.1,640.4666666666667,116,909,15,0.9867370360791412,0.9867370360791412,0.9867370360791412
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,654,0.9815886460623304,Affordable,9.1,576.3333333333334,51,966,6,0.9815886460623305,0.9815886460623304,0.9815886460623304
Pompier ESPA,13148,French Restaurant,60.166947,24.949194,781,0.9934048881417302,Expensive,9.0,555.9166666666666,100,902,24,0.9934048881417302,0.9934048881417302,0.9934048881417302
Majakkalaiva Relandersgrund,13003,Bar,60.169397,24.958969,944,0.9775717703349284,Not Listed,8.8,577.5714285714286,115,944,7,0.9775717703349284,0.9775717703349284,0.9775717703349284
Ravintola Olo,13311,Molecular Gastronomy Restaurant,60.168252,24.954943,809,0.9911176128281391,Expensive,8.7,548.5384615384615,178,966,13,0.9911176128281391,0.9911176128281391,0.9911176128281391
Allas Sea Pool,13065,Restaurant,60.167131,24.958001,687,0.9989897193844562,Not Listed,8.6,627.5882352941177,142,982,17,0.9989897193844562,0.9989897193844562,0.9989897193844562
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,585,0.9820493340230182,Affordable,8.6,643.95,136,991,20,0.9820493340230183,0.9820493340230182,0.9820493340230182
Restaurant Elm,13065,Restaurant,60.156974,24.952636,491,0.9895173283331178,Not Listed,8.6,677.8,217,940,10,0.9895173283331179,0.9895173283331178,0.9895173283331178
Salutorget,13336,Scandinavian Restaurant,60.168006,24.951856,816,0.9924915944652788,Expensive,8.6,612.36,73,979,25,0.9924915944652788,0.9924915944652788,0.9924915944652788
Pizzeria Via Tribunali,13064,Pizzeria,60.168472,24.951741,867,0.9889030777188672,Affordable,8.5,610.72,74,995,24,0.9889030777188672,0.9889030777188672,0.9889030777188672
El Fant,13025,Wine Bar,60.16875,24.953661,873,0.9773050562524248,Most Affordable,8.5,836.6666666666666,755,882,3,0.9773050562524248,0.9773050562524248,0.9773050562524248
Café Succès,13034,Café,60.159946,24.946425,558,0.990996379154274,Most Affordable,8.5,559.2,211,870,5,0.990996379154274,0.990996379154274,0.990996379154274
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,959,0.9872947109789216,Expensive,8.4,830.25,540,959,12,0.9872947109789217,0.9872947109789216,0.9872947109789216
Robert's Coffee Jugend,13034,Café,60.168094,24.950734,846,0.9927825552825552,Most Affordable,8.4,591.36,67,996,24,0.9927825552825553,0.9927825552825552,0.9927825552825552
Shelter,13139,Eastern European Restaurant,60.169033,24.959863,914,0.9689722617354196,Not Listed,8.4,632.0,107,914,15,0.9689722617354196,0.9689722617354196,0.9689722617354196
Ravintola Sipuli,13065,Restaurant,60.169001,24.961031,926,0.9710898099055992,Not Listed,8.3,666.8,160,953,15,0.9710898099055992,0.9710898099055992,0.9710898099055992
Mattolaituri,13025,Wine Bar,60.153817,24.95591,798,0.9713241950084056,Most Expensive,8.2,543.5,241,798,4,0.9713241950084056,0.9713241950084056,0.9713241950084056
Ravintola Kappeli,13034,Café,60.167332,24.950306,777,0.9982623173412648,Affordable,8.2,603.6153846153846,42,995,26,0.9982623173412648,0.9982623173412648,0.9982623173412648
Pontus,13027,Bistro,60.159031,24.946071,606,0.9778708133971292,Not Listed,8.2,515.0,112,831,5,0.9778708133971292,0.9778708133971292,0.9778708133971292
Fazer Café,10000,Arts and Entertainment,60.168645,24.947804,971,0.9979147808095176,Expensive,8.1,609.7931034482758,146,998,28,0.9979147808095176,0.9979147808095176,0.9979147808095176
Krog Roba,13336,Scandinavian Restaurant,60.164579,24.947447,630,0.971194879089616,Affordable,8.1,773.3333333333334,630,968,3,0.971194879089616,0.971194879089616,0.971194879089616
Bier-Bier,13006,Beer Bar,60.165645,24.944344,838,0.9941080434501488,Not Listed,8.1,640.375,139,971,32,0.9941080434501488,0.9941080434501488,0.9941080434501488
Black Door,13006,Beer Bar,60.164177,24.943535,789,0.995546683046683,Affordable,8.0,625.2857142857143,121,946,28,0.995546683046683,0.995546683046683,0.995546683046683
Lilla E,13009,Cocktail Bar,60.164345,24.947055,631,0.9810633001422476,Expensive,8.0,752.6666666666666,631,934,3,0.9810633001422476,0.9810633001422476,0.9810633001422476
Ravintola NJK,13065,Restaurant,60.161257,24.964016,427,0.9458408767619294,Not Listed,8.0,782.2222222222222,427,999,8,0.9458408767619295,0.9458408767619294,0.9458408767619294
Pub Ludvig,13018,Pub,60.165988,24.94562,809,0.9925158412000518,Most Affordable,7.9,851.25,755,975,4,0.9925158412000518,0.9925158412000518,0.9925158412000518
Cafe Compass,13034,Café,60.155124,24.951613,702,0.980198499935342,Most Affordable,7.9,629.0,78,951,7,0.980198499935342,0.980198499935342,0.980198499935342
Istanbul Grilli,13356,Turkish Restaurant,60.163061,24.939137,976,0.9857752489331436,Affordable,7.8,796.0,596,985,4,0.9857752489331436,0.9857752489331436,0.9857752489331436
Strindberg,13027,Bistro,60.167909,24.946105,952,0.989889111599638,Expensive,7.7,952.0,952,952,1,0.989889111599638,0.989889111599638,0.989889111599638
Ristorante Vaelsa,13025,Wine Bar,60.168402,24.953971,832,0.984304280356912,Affordable,7.7,622.2380952380952,124,986,20,0.984304280356912,0.984304280356912,0.984304280356912
Alexanderplats,13152,Brasserie,60.166511,24.944757,884,0.9749935342040604,Not Listed,7.6,903.5,884,923,2,0.9749935342040604,0.9749935342040604,0.9749935342040604
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,815,0.9822998836156732,Most Affordable,7.6,649.0,312,962,5,0.9822998836156731,0.9822998836156732,0.9822998836156732
Ravintola Savotta,13336,Scandinavian Restaurant,60.168892,24.952584,900,0.9941807836544678,Affordable,7.5,737.25,326,941,4,0.9941807836544678,0.9941807836544678,0.9941807836544678
Holiday Bar,13003,Bar,60.168948,24.960192,909,0.9515146126988232,Affordable,7.4,739.25,582,909,4,0.9515146126988232,0.9515146126988232,0.9515146126988232
Bryggeri Helsinki,13006,Beer Bar,60.168104,24.951737,828,0.9885151299624984,Expensive,7.4,609.64,78,970,25,0.9885151299624984,0.9885151299624984,0.9885151299624984
Ravintola Bronda,13139,Eastern European Restaurant,60.16687,24.94545,886,0.9801661709556446,Expensive,7.4,924.5,886,963,2,0.9801661709556446,0.9801661709556446,0.9801661709556446
Block by Dylan,13030,Buffet,60.166818,24.952172,685,0.9833263287210656,Not Listed,7.3,846.0,685,977,3,0.9833263287210657,0.9833263287210656,0.9833263287210656
Café Ursula,13034,Café,60.155223,24.960745,687,0.9961770981507824,Expensive,7.3,572.75,91,936,4,0.9961770981507824,0.9961770981507824,0.9961770981507824
The Cock,13003,Bar,60.165521,24.949913,611,0.9903659640501746,Expensive,7.3,614.25,56,982,24,0.9903659640501746,0.9903659640501746,0.9903659640501746
Sky Wheel Helsinki,10001,Amusement Park,60.166793,24.959315,664,0.9935584507952928,Not Listed,7.3,644.75,185,939,16,0.9935584507952928,0.9935584507952928,0.9935584507952928
Dragon Phoenix,13102,Cantonese Restaurant,60.165874,24.952192,587,0.9531553084184664,Most Affordable,7.3,794.6666666666666,587,943,3,0.9531553084184664,0.9531553084184664,0.9531553084184664
Version,13068,American Restaurant,60.164962,24.951044,527,0.9898082891503944,Affordable,7.1,560.0666666666667,85,909,15,0.9898082891503944,0.9898082891503944,0.9898082891503944
The Riff,13003,Bar,60.164177,24.943535,787,0.9904144575197208,Affordable,7.1,619.3333333333334,109,958,18,0.9904144575197207,0.9904144575197208,0.9904144575197208
Wallis,13015,Karaoke Bar,60.16901,24.960342,917,0.972027350316824,Affordable,6.9,614.8,126,917,5,0.972027350316824,0.972027350316824,0.972027350316824
Pjazza,10040,Jazz and Blues Venue,60.16564,24.941754,955,0.981006724427777,Affordable,6.8,904.0,844,955,3,0.981006724427777,0.981006724427777,0.981006724427777
Café Engel,13034,Café,60.168924,24.951416,921,0.9939383163067372,Affordable,6.8,579.4285714285714,334,921,7,0.9939383163067372,0.9939383163067372,0.9939383163067372
Kaivohuone,13003,Bar,60.157545,24.95589,384,0.9795438380964696,Expensive,6.5,512.6,306,871,5,0.9795438380964697,0.9795438380964696,0.9795438380964696
Sköne,13016,Lounge,60.168997,24.960133,913,0.9607526186473556,Affordable,6.4,741.75,577,913,4,0.9607526186473556,0.9607526186473556,0.9607526186473556
Rikhardinkadun kirjasto,12080,Library,60.166242,24.946327,897,0.9814512478986164,Not Listed,9.2,849.5,802,897,2,0.9814512478986164,0.9814512478986164,0.9814512478986164
Ravintola Paulette,13148,French Restaurant,60.158526,24.945557,51,0.9815886460623304,Affordable,9.1,576.3333333333334,51,966,6,0.9815886460623305,0.9815886460623304,0.9815886460623304
Kaffa Roastery,13034,Café,60.158463,24.934133,582,0.992038988749515,Affordable,9.0,649.75,112,939,16,0.992038988749515,0.992038988749515,0.992038988749515
Levant,13309,Middle Eastern Restaurant,60.164244,24.93623,825,0.992386525281262,Affordable,9.0,691.0,262,994,15,0.992386525281262,0.992386525281262,0.992386525281262
Ravintola Pompier,13065,Restaurant,60.164831,24.933033,986,0.9862036079141342,Affordable,8.9,772.25,582,986,4,0.9862036079141342,0.9862036079141342,0.9862036079141342
Birgitta Hernesaari,13034,Café,60.153736,24.931977,869,0.9942050303892408,Affordable,8.8,742.8888888888889,45,972,9,0.9942050303892409,0.9942050303892408,0.9942050303892408
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,677,0.9820493340230182,Affordable,8.6,643.95,136,991,20,0.9820493340230183,0.9820493340230182,0.9820493340230182
Restaurant Elm,13065,Restaurant,60.156974,24.952636,448,0.9895173283331178,Not Listed,8.6,677.8,217,940,10,0.9895173283331179,0.9895173283331178,0.9895173283331178
Café Succès,13034,Café,60.159946,24.946425,211,0.990996379154274,Most Affordable,8.5,559.2,211,870,5,0.990996379154274,0.990996379154274,0.990996379154274
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,877,0.9872947109789216,Expensive,8.4,830.25,540,959,12,0.9872947109789217,0.9872947109789216,0.9872947109789216
The Wintergarden Bar,13013,Hotel Bar,60.1669,24.940899,991,0.989153627311522,Expensive,8.4,621.3030303030303,188,991,33,0.989153627311522,0.989153627311522,0.989153627311522
BasBas Kulma,13065,Restaurant,60.158246,24.934388,581,0.9713646062330272,Not Listed,8.4,666.2857142857143,107,935,7,0.9713646062330271,0.9713646062330272,0.9713646062330272
Taqueria El Rey,13303,Mexican Restaurant,60.166308,24.937329,993,0.9844093495409284,Most Affordable,8.4,993.0,993,993,1,0.9844093495409284,0.9844093495409284,0.9844093495409284
Mattolaituri,13025,Wine Bar,60.153817,24.95591,779,0.9713241950084056,Most Expensive,8.2,543.5,241,798,4,0.9713241950084056,0.9713241950084056,0.9713241950084056
Pontus,13027,Bistro,60.159031,24.946071,112,0.9778708133971292,Not Listed,8.2,515.0,112,831,5,0.9778708133971292,0.9778708133971292,0.9778708133971292
Krog Roba,13336,Scandinavian Restaurant,60.164579,24.947447,722,0.971194879089616,Affordable,8.1,773.3333333333334,630,968,3,0.971194879089616,0.971194879089616,0.971194879089616
Bier-Bier,13006,Beer Bar,60.165645,24.944344,827,0.9941080434501488,Not Listed,8.1,640.375,139,971,32,0.9941080434501488,0.9941080434501488,0.9941080434501488
Punavuoren Ahven,13006,Beer Bar,60.160976,24.937724,502,0.995756821414716,Affordable,8.1,716.2,352,931,5,0.9957568214147161,0.995756821414716,0.995756821414716
Black Door,13006,Beer Bar,60.164177,24.943535,668,0.995546683046683,Affordable,8.0,625.2857142857143,121,946,28,0.995546683046683,0.995546683046683,0.995546683046683
Lie Mi - Bulevardi,13379,Vietnamese Restaurant,60.163764,24.934444,846,0.9957406569248676,Affordable,8.0,652.8571428571429,244,992,27,0.9957406569248676,0.9957406569248676,0.9957406569248676
Lilla E,13009,Cocktail Bar,60.164345,24.947055,693,0.9810633001422476,Expensive,8.0,752.6666666666666,631,934,3,0.9810633001422476,0.9810633001422476,0.9810633001422476
Forza,13064,Pizzeria,60.158477,24.933881,610,0.9847892150523728,Most Affordable,8.0,612.0,143,981,11,0.9847892150523729,0.9847892150523728,0.9847892150523728
Pub Ludvig,13018,Pub,60.165988,24.94562,866,0.9925158412000518,Most Affordable,7.9,851.25,755,975,4,0.9925158412000518,0.9925158412000518,0.9925158412000518
Cafe Compass,13034,Café,60.155124,24.951613,504,0.980198499935342,Most Affordable,7.9,629.0,78,951,7,0.980198499935342,0.980198499935342,0.980198499935342
Istanbul Grilli,13356,Turkish Restaurant,60.163061,24.939137,627,0.9857752489331436,Affordable,7.8,796.0,596,985,4,0.9857752489331436,0.9857752489331436,0.9857752489331436
Boothill,13010,Dive Bar,60.164733,24.933151,974,0.9926694038536144,Affordable,7.8,633.75,144,974,28,0.9926694038536142,0.9926694038536144,0.9926694038536144
Room Bulevard,13011,Gay Bar,60.163896,24.936541,783,0.9757532652269494,Affordable,7.7,825.0,783,867,2,0.9757532652269494,0.9757532652269494,0.9757532652269494
Boon Nam - Restaurant,13072,Asian Restaurant,60.1669,24.940899,991,0.9869067632225528,Affordable,7.7,621.3030303030303,188,991,33,0.9869067632225527,0.9869067632225528,0.9869067632225528
Naughty Brgr,13031,Burger Joint,60.165784,24.936501,962,0.991392409155567,Affordable,7.6,797.5714285714286,547,962,7,0.9913924091555669,0.991392409155567,0.991392409155567
Alexanderplats,13152,Brasserie,60.166511,24.944757,923,0.9749935342040604,Not Listed,7.6,903.5,884,923,2,0.9749935342040604,0.9749935342040604,0.9749935342040604
Pamela,13360,Doner Restaurant,60.165229,24.940223,822,0.9845063364800208,Not Listed,7.6,882.6666666666666,822,982,3,0.9845063364800208,0.9845063364800208,0.9845063364800208
Ravintola Primula,13064,Pizzeria,60.160484,24.941596,312,0.9822998836156732,Most Affordable,7.6,649.0,312,962,5,0.9822998836156731,0.9822998836156732,0.9822998836156732
Ravintola Bronda,13139,Eastern European Restaurant,60.16687,24.94545,963,0.9801661709556446,Expensive,7.4,924.5,886,963,2,0.9801661709556446,0.9801661709556446,0.9801661709556446
Café Ursula,13034,Café,60.155223,24.960745,936,0.9961770981507824,Expensive,7.3,572.75,91,936,4,0.9961770981507824,0.9961770981507824,0.9961770981507824
Bacco,13064,Pizzeria,60.164936,24.93471,936,0.9708311780680202,Affordable,7.3,936.0,936,936,1,0.9708311780680202,0.9708311780680202,0.9708311780680202
The Cock,13003,Bar,60.165521,24.949913,853,0.9903659640501746,Expensive,7.3,614.25,56,982,24,0.9903659640501746,0.9903659640501746,0.9903659640501746
Dragon Phoenix,13102,Cantonese Restaurant,60.165874,24.952192,943,0.9531553084184664,Most Affordable,7.3,794.6666666666666,587,943,3,0.9531553084184664,0.9531553084184664,0.9531553084184664
K-Market Lönkan Herkku,13039,Deli,60.164392,24.933567,930,0.9939706452864348,Not Listed,7.3,627.0384615384615,188,930,25,0.9939706452864348,0.9939706452864348,0.9939706452864348
Café Ekberg,13034,Café,60.164759,24.937748,829,0.99589421957843,Expensive,7.2,648.2857142857143,95,963,28,0.99589421957843,0.99589421957843,0.99589421957843
Salve,13336,Scandinavian Restaurant,60.16103,24.93021,890,0.990374046295099,Affordable,7.2,724.8571428571429,461,891,7,0.9903740462950991,0.990374046295099,0.990374046295099
Haru,13276,Sushi Restaurant,60.164995,24.935654,911,0.9883615673089358,Affordable,7.1,706.7777777777778,349,911,9,0.9883615673089358,0.9883615673089358,0.9883615673089358
Version,13068,American Restaurant,60.164962,24.951044,824,0.9898082891503944,Affordable,7.1,560.0666666666667,85,909,15,0.9898082891503944,0.9898082891503944,0.9898082891503944
The Riff,13003,Bar,60.164177,24.943535,655,0.9904144575197208,Affordable,7.1,619.3333333333334,109,958,18,0.9904144575197207,0.9904144575197208,0.9904144575197208
Café Carusel,13034,Café,60.153769,24.942543,509,0.996977240398293,Affordable,7.1,713.625,465,957,8,0.996977240398293,0.996977240398293,0.996977240398293
Ravintola Bröd,13336,Scandinavian Restaurant,60.163889,24.936436,786,0.9840133195396352,Affordable,7.0,698.5,343,956,18,0.9840133195396352,0.9840133195396352,0.9840133195396352
Ravintola Saari,13336,Scandinavian Restaurant,60.152076,24.942346,695,0.936530130609078,Expensive,6.9,724.8,574,993,5,0.936530130609078,0.936530130609078,0.936530130609078
Pjazza,10040,Jazz and Blues Venue,60.16564,24.941754,844,0.981006724427777,Affordable,6.8,904.0,844,955,3,0.981006724427777,0.981006724427777,0.981006724427777
Kaivohuone,13003,Bar,60.157545,24.95589,612,0.9795438380964696,Expensive,6.5,512.6,306,871,5,0.9795438380964697,0.9795438380964696,0.9795438380964696
Tapahtumatalo Bank,13027,Bistro,60.166004,24.950906,928,0.9840456485193328,Not Listed,5.8,927.5,927,928,2,0.9840456485193328,0.9840456485193328,0.9840456485193328
Apéro,13010,Dive Bar,60.164197,24.929628,768,0.9855246993404888,Affordable,9.4,653.6923076923077,196,956,24,0.9855246993404888,0.9855246993404888,0.9855246993404888
Kaffa Roastery,13034,Café,60.158463,24.934133,505,0.992038988749515,Affordable,9.0,649.75,112,939,16,0.992038988749515,0.992038988749515,0.992038988749515
Gran Delicato,13034,Café,60.165208,24.932348,701,0.9918692616061036,Affordable,9.0,628.3928571428571,75,965,27,0.9918692616061036,0.9918692616061036,0.9918692616061036
Levant,13309,Middle Eastern Restaurant,60.164244,24.93623,474,0.992386525281262,Affordable,9.0,691.0,262,994,15,0.992386525281262,0.992386525281262,0.992386525281262
Pompier ESPA,13148,French Restaurant,60.166947,24.949194,796,0.9934048881417302,Expensive,9.0,555.9166666666666,100,902,24,0.9934048881417302,0.9934048881417302,0.9934048881417302
Kaffecentralen,13034,Café,60.167698,24.932702,898,0.9952557222294064,Affordable,8.9,621.40625,161,975,31,0.9952557222294064,0.9952557222294064,0.9952557222294064
La Torrefazione,13034,Café,60.168764,24.943823,869,0.9890808871072028,Affordable,8.8,582.1666666666666,208,986,30,0.9890808871072028,0.9890808871072028,0.9890808871072028
Birgitta Hernesaari,13034,Café,60.153736,24.931977,972,0.9942050303892408,Affordable,8.8,742.8888888888889,45,972,9,0.9942050303892409,0.9942050303892408,0.9942050303892408
Thai Vegan Kitchen,13377,Vegan and Vegetarian Restaurant,60.166772,24.929654,928,0.9922814560972456,Affordable,8.7,647.1,153,987,29,0.9922814560972456,0.9922814560972456,0.9922814560972456
St. George Bakery,13002,Bakery,60.167066,24.941035,675,0.990075003232898,Most Affordable,8.7,606.78125,181,971,31,0.990075003232898,0.990075003232898,0.990075003232898
Ravintola Pastis,13148,French Restaurant,60.164127,24.947772,479,0.9820493340230182,Affordable,8.6,643.95,136,991,20,0.9820493340230183,0.9820493340230182,0.9820493340230182
Restaurant Elm,13065,Restaurant,60.156974,24.952636,747,0.9895173283331178,Not Listed,8.6,677.8,217,940,10,0.9895173283331179,0.9895173283331178,0.9895173283331178
Salutorget,13336,Scandinavian Restaurant,60.168006,24.951856,956,0.9924915944652788,Expensive,8.6,612.36,73,979,25,0.9924915944652788,0.9924915944652788,0.9924915944652788
Olutravintola Pikkulintu,13006,Beer Bar,60.165956,24.936742,617,0.9952314754946334,Not Listed,8.5,659.0,149,972,34,0.9952314754946335,0.9952314754946334,0.9952314754946334
Pizzeria Via Tribunali,13064,Pizzeria,60.168472,24.951741,995,0.9889030777188672,Affordable,8.5,610.72,74,995,24,0.9889030777188672,0.9889030777188672,0.9889030777188672
Gaijin,13263,Japanese Restaurant,60.165979,24.942132,553,0.9872947109789216,Expensive,8.4,830.25,540,959,12,0.9872947109789217,0.9872947109789216,0.9872947109789216
